College,Career,Class Nbr,Subject,Catalog Nbr,Title,Class Section,Course ID,Component,Associated Class,Component Units,Facility ID,Meeting Start,Meeting End,Standard Meeting Pattern,Last Name,Initials,Class Status,Enrollment Capacity,Instruction Mode
SCI,UGRD,6469,CHEM,251,Analytical Chemistry,4,7128,LAB,1,2.00,CSL424,08:00 AM,12:40 PM,R,Norvell,K,A,20,P
SCI,UGRD,11651,CHEM,300,Forensic Science,1,31106,LLC,1,3.00,GMCS308,12:30 PM,01:45 PM,TR,Mcnamara-Schroeder,K,A,40,P
SCI,UGRD,5257,CHEM,365,Fundamentals Biochemistry,1,37969,LLC,1,3.00,HT140,12:30 PM,01:45 PM,TR,van der Geer,P,A,228,P
SCI,UGRD,6470,CHEM,410A,Physical Chemistry,1,37230,LED,1,3.00,GMCS309,09:00 AM,09:50 AM,MWF,Mao,Y,A,40,P
SCI,UGRD,6471,CHEM,410A,Physical Chemistry,2,37230,LAB,1,1.00,GMCS245,02:00 PM,04:40 PM,M,,,A,20,P
SCI,UGRD,6471,CHEM,410A,Physical Chemistry,2,37230,LAB,1,1.00,GMCS245,02:00 PM,04:40 PM,M,Mao,Y,A,20,P
SCI,UGRD,6472,CHEM,410A,Physical Chemistry,3,37230,LAB,1,1.00,GMCS245,02:00 PM,04:40 PM,W,Pullman,D,A,20,P
SCI,UGRD,6472,CHEM,410A,Physical Chemistry,3,37230,LAB,1,1.00,GMCS245,02:00 PM,04:40 PM,W,,,A,20,P
SCI,UGRD,5263,CHEM,410B,Physical Chemistry,1,859,LED,1,3.00,GMCS314,12:00 PM,12:50 PM,MWF,Cooksy,A,A,55,P
SCI,UGRD,6473,CHEM,432,Organic Chemistry,1,18744,LED,1,3.00,HT140,11:00 AM,11:50 AM,MWF,Zand,F,A,228,P
SCI,UGRD,6861,CHEM,432L,Organic Chemistry Lab,1,16217,LAB,1,1.00,CSL502,01:00 PM,03:40 PM,M,,,A,18,P
SCI,UGRD,6861,CHEM,432L,Organic Chemistry Lab,1,16217,LAB,1,1.00,CSL502,01:00 PM,03:40 PM,M,,,A,18,P
SCI,UGRD,6861,CHEM,432L,Organic Chemistry Lab,1,16217,LAB,1,1.00,CSL502,01:00 PM,03:40 PM,M,,,A,18,P
SCI,UGRD,6861,CHEM,432L,Organic Chemistry Lab,1,16217,LAB,1,1.00,CSL502,01:00 PM,03:40 PM,M,,,A,18,P
SCI,UGRD,6862,CHEM,432L,Organic Chemistry Lab,2,16217,LAB,2,1.00,CSL502,09:00 AM,11:40 AM,T,,,A,18,P
SCI,UGRD,6862,CHEM,432L,Organic Chemistry Lab,2,16217,LAB,2,1.00,CSL502,09:00 AM,11:40 AM,T,,,A,18,P
SCI,UGRD,6862,CHEM,432L,Organic Chemistry Lab,2,16217,LAB,2,1.00,CSL502,09:00 AM,11:40 AM,T,,,A,18,P
SCI,UGRD,6862,CHEM,432L,Organic Chemistry Lab,2,16217,LAB,2,1.00,CSL502,09:00 AM,11:40 AM,T,,,A,18,P
SCI,UGRD,6863,CHEM,432L,Organic Chemistry Lab,3,16217,LAB,3,1.00,CSL502,01:00 PM,03:40 PM,T,,,A,18,P
SCI,UGRD,6863,CHEM,432L,Organic Chemistry Lab,3,16217,LAB,3,1.00,CSL502,01:00 PM,03:40 PM,T,,,A,18,P
SCI,UGRD,6863,CHEM,432L,Organic Chemistry Lab,3,16217,LAB,3,1.00,CSL502,01:00 PM,03:40 PM,T,,,A,18,P
SCI,UGRD,6863,CHEM,432L,Organic Chemistry Lab,3,16217,LAB,3,1.00,CSL502,01:00 PM,03:40 PM,T,,,A,18,P
SCI,UGRD,6864,CHEM,432L,Organic Chemistry Lab,4,16217,LAB,4,1.00,CSL502,08:00 AM,10:40 AM,W,,,A,18,P
SCI,UGRD,6864,CHEM,432L,Organic Chemistry Lab,4,16217,LAB,4,1.00,CSL502,08:00 AM,10:40 AM,W,,,A,18,P
SCI,UGRD,6864,CHEM,432L,Organic Chemistry Lab,4,16217,LAB,4,1.00,CSL502,08:00 AM,10:40 AM,W,,,A,18,P
SCI,UGRD,6864,CHEM,432L,Organic Chemistry Lab,4,16217,LAB,4,1.00,CSL502,08:00 AM,10:40 AM,W,,,A,18,P
SCI,UGRD,6865,CHEM,432L,Organic Chemistry Lab,5,16217,LAB,5,1.00,CSL502,01:00 PM,03:40 PM,W,,,A,18,P
SCI,UGRD,6865,CHEM,432L,Organic Chemistry Lab,5,16217,LAB,5,1.00,CSL502,01:00 PM,03:40 PM,W,,,A,18,P
SCI,UGRD,6865,CHEM,432L,Organic Chemistry Lab,5,16217,LAB,5,1.00,CSL502,01:00 PM,03:40 PM,W,,,A,18,P
SCI,UGRD,6865,CHEM,432L,Organic Chemistry Lab,5,16217,LAB,5,1.00,CSL502,01:00 PM,03:40 PM,W,,,A,18,P
SCI,UGRD,6866,CHEM,432L,Organic Chemistry Lab,6,16217,LAB,6,1.00,CSL502,09:00 AM,11:40 AM,R,,,A,18,P
SCI,UGRD,6866,CHEM,432L,Organic Chemistry Lab,6,16217,LAB,6,1.00,CSL502,09:00 AM,11:40 AM,R,,,A,18,P
SCI,UGRD,6866,CHEM,432L,Organic Chemistry Lab,6,16217,LAB,6,1.00,CSL502,09:00 AM,11:40 AM,R,,,A,18,P
SCI,UGRD,6866,CHEM,432L,Organic Chemistry Lab,6,16217,LAB,6,1.00,CSL502,09:00 AM,11:40 AM,R,,,A,18,P
SCI,UGRD,6867,CHEM,432L,Organic Chemistry Lab,7,16217,LAB,7,1.00,CSL502,01:00 PM,03:40 PM,R,,,A,18,P
SCI,UGRD,6867,CHEM,432L,Organic Chemistry Lab,7,16217,LAB,7,1.00,CSL502,01:00 PM,03:40 PM,R,,,A,18,P
SCI,UGRD,6867,CHEM,432L,Organic Chemistry Lab,7,16217,LAB,7,1.00,CSL502,01:00 PM,03:40 PM,R,,,A,18,P
SCI,UGRD,6867,CHEM,432L,Organic Chemistry Lab,7,16217,LAB,7,1.00,CSL502,01:00 PM,03:40 PM,R,,,A,18,P
SCI,UGRD,10397,CHEM,432L,Organic Chemistry Lab,9,16217,LAB,9,1.00,CSL502,04:00 PM,06:40 PM,W,,,A,18,P
SCI,UGRD,10397,CHEM,432L,Organic Chemistry Lab,9,16217,LAB,9,1.00,CSL502,04:00 PM,06:40 PM,W,,,A,18,P
SCI,UGRD,10397,CHEM,432L,Organic Chemistry Lab,9,16217,LAB,9,1.00,CSL502,04:00 PM,06:40 PM,W,,,A,18,P
SCI,UGRD,10397,CHEM,432L,Organic Chemistry Lab,9,16217,LAB,9,1.00,CSL502,04:00 PM,06:40 PM,W,,,A,18,P
SCI,UGRD,6869,CHEM,457,Instr Met Chem Analys Lab,1,11058,LAB,1,2.00,CSL222,09:00 AM,11:40 AM,TR,,,A,18,P
SCI,UGRD,6869,CHEM,457,Instr Met Chem Analys Lab,1,11058,LAB,1,2.00,CSL222,09:00 AM,11:40 AM,TR,Holland,G,A,18,P
SCI,UGRD,6869,CHEM,457,Instr Met Chem Analys Lab,1,11058,LAB,1,2.00,CSL222,09:00 AM,11:40 AM,TR,McCall,L,A,18,P
SCI,UGRD,6870,CHEM,457,Instr Met Chem Analys Lab,2,11058,LAB,2,2.00,CSL222,12:00 PM,02:40 PM,TR,,,A,18,P
SCI,UGRD,6870,CHEM,457,Instr Met Chem Analys Lab,2,11058,LAB,2,2.00,CSL222,12:00 PM,02:40 PM,TR,Holland,G,A,18,P
SCI,UGRD,6870,CHEM,457,Instr Met Chem Analys Lab,2,11058,LAB,2,2.00,CSL222,12:00 PM,02:40 PM,TR,McCall,L,A,18,P
SCI,UGRD,7556,CHEM,497,Undergraduate Research,1,23365,SUP,1,3.00,,,,ARR,Huxford,T,A,1,P
SCI,UGRD,7867,CHEM,498,Senior Project,32,24097,SUP,32,3.00,,,,ARR,Gustafson,J,A,1,P
SCI,UGRD,5265,CHEM,520A,Inorganic Chemistry,1,7972,LED,1,3.00,PSFA318,02:00 PM,03:15 PM,TR,Yan,Y,A,49,P
SCI,UGRD,11718,CHEM,534,Organometallics,1,37419,LEC,1,3.00,AH3177,05:00 PM,06:15 PM,MW,Jazzar,R,A,15,P
SCI,UGRD,5273,CHEM,550,Instrument Met Chem Anal,1,34195,LED,1,2.00,LH339,09:00 AM,09:50 AM,MW,Harrison,C,A,60,P
SCI,UGRD,5276,CHEM,560,General Biochemistry,1,29739,LED,1,3.00,PSFA350,11:00 AM,12:15 PM,TR,Swairjo,M,A,70,P
SCI,UGRD,5279,CHEM,563,Nucleic Acids,1,25087,LED,1,3.00,GMCS314,01:00 PM,01:50 PM,MW,Swairjo,M,A,60,P
SCI,UGRD,5282,CHEM,567,Biochemistry Laboratory,2,18140,LAB,1,2.00,CSL226,04:30 PM,07:10 PM,TR,,,A,18,P
SCI,UGRD,5282,CHEM,567,Biochemistry Laboratory,2,18140,LAB,1,2.00,CSL226,04:30 PM,07:10 PM,TR,Garmann,R,A,18,P
SCI,UGRD,6521,CHEM,567,Biochemistry Laboratory,1,18140,LED,1,1.00,GMCS305,11:00 AM,11:50 AM,M,Garmann,R,A,18,P
SCI,UGRD,8549,CHEM,596,Invention to Patient,1,41661,LEC,1,3.00,GMCS310,08:00 AM,09:15 AM,TR,Bileckyj,C,A,20,P
SCI,UGRD,8549,CHEM,596,Invention to Patient,1,41661,LEC,1,3.00,GMCS310,08:00 AM,09:15 AM,TR,Turner,C,A,20,P
SCI,GRAD,8803,CHEM,695,Grad Ed in Chem,2,34577,LED,2,3.00,GMCS329,12:00 PM,01:40 PM,F,Sohl,C,A,25,HY
SCI,GRAD,8803,CHEM,695,Grad Ed in Chem,2,34577,LED,2,3.00,ONLINE,,,,,,A,25,HY
SCI,GRAD,11717,CHEM,734,Organometallics,1,37430,LEC,1,3.00,AH3177,05:00 PM,06:15 PM,MW,Jazzar,R,A,15,P
SCI,GRAD,11753,CHEM,750,Analysis of Biomolecules,1,24923,LED,1,1.00,HH218,05:00 PM,07:40 PM,T,Love,J,A,32,P
SCI,GRAD,5295,CHEM,790,Abiop,1,36473,SEM,1,3.00,GMCS305,12:00 PM,01:40 PM,F,Yan,Y,A,25,P
SCI,GRAD,5296,CHEM,791,Research Seminar,1,900,SEM,1,1.00,GMCS306,02:00 PM,02:50 PM,F,Yan,Y,A,15,P
SCI,GRAD,7464,CHEM,792,Bibliography,1,901,SUP,1,1.00,,,,ARR,van der Geer,P,A,5,P
SCI,GRAD,7756,CHEM,792,Bibliography,2,901,SUP,2,1.00,,,,,Gustafson,J,A,5,P
SCI,GRAD,7902,CHEM,792,Bibliography,3,901,SUP,3,1.00,,,,ARR,Love,J,A,5,P
SCI,GRAD,7951,CHEM,792,Bibliography,4,901,SUP,4,1.00,,,,ARR,Sohl,C,A,5,P
SCI,GRAD,7963,CHEM,792,Bibliography,5,901,SUP,1005,1.00,,,,ARR,Lee,Y,A,5,P
SCI,GRAD,7998,CHEM,792,Bibliography,6,901,SUP,1006,1.00,,,,ARR,Cooksy,A,A,5,P
SCI,GRAD,7999,CHEM,792,Bibliography,7,901,SUP,1007,1.00,,,,ARR,Harrison,C,A,5,P
SCI,GRAD,8946,CHEM,792,Bibliography,8,901,SUP,8,1.00,,,,ARR,Huxford,T,A,5,P
SCI,GRAD,9124,CHEM,792,Bibliography,9,901,SUP,9,1.00,,,,ARR,Purse,B,A,5,P
SCI,GRAD,10259,CHEM,792,Bibliography,10,901,SUP,10,1.00,,,,ARR,Mao,Y,A,5,P
SCI,GRAD,10335,CHEM,792,Bibliography,11,901,SUP,11,1.00,,,,ARR,Holland,G,A,5,P
SCI,GRAD,10507,CHEM,792,Bibliography,12,901,SUP,1,1.00,,,,ARR,Elliott,G,A,5,P
SCI,GRAD,10549,CHEM,792,Bibliography,13,901,SUP,13,1.00,,,,ARR,Bergdahl,B,A,5,P
SCI,GRAD,5297,CHEM,795,Chemistry Seminar,1,30644,SEM,1,1.00,GMCS301,02:00 PM,02:50 PM,F,Holland,G,A,30,P
SCI,GRAD,7549,CHEM,797,Research,1,902,SUP,1,3.00,,,,ARR,Huxford,T,A,1,P
SCI,GRAD,7967,CHEM,797,Research,27,902,SUP,27,3.00,,,,ARR,Bergdahl,B,A,5,P
SCI,GRAD,7885,CHEM,798,Special Study,1,25090,SUP,1,3.00,,,,ARR,Gustafson,J,A,1,P
SCI,GRAD,7877,CHEM,799A,Thesis,1,904,SUP,1,3.00,,,,ARR,Grad,O,A,1,P
SCI,GRAD,7789,CHEM,799B,Thesis Extension,1,905,NNT,1,0.00,,,,ARR,Grad,O,A,1,P
SCI,GRAD,3959,CHEM,897,Doctoral Research,1,906,SUP,1,15.00,,,,ARR,Huxford,T,A,1,P
SCI,GRAD,7577,CHEM,899,Doctoral Dissertation,1,25091,SUP,1,15.00,,,,ARR,Huxford,T,A,1,P
SCI,UGRD,11307,COMP,521,Intro Sci Comp and DS,1,32766,LED,1,3.00,LSN134,05:30 PM,06:45 PM,TR,Rosen,A,A,20,P
SCI,UGRD,2406,COMP,526,Comp Methods for Scients,1,32767,LED,1,3.00,LH347,11:00 AM,11:50 AM,MWF,Barra,V,A,40,P
SCI,UGRD,10861,COMP,581,Intro to Quantum Computing,1,41578,LLC,1,3.00,E328,11:00 AM,11:50 AM,MWF,Johnson,C,A,14,P
SCI,GRAD,8418,COMP,600,Student Industry Immersion,2,41730,SEM,2,3.00,GMCS309,12:00 PM,12:50 PM,F,Dumett Canales,M,A,25,P
SCI,GRAD,9727,COMP,600,Plasma Fusion,3,42141,SEM,3,3.00,GMCS308,10:00 AM,10:50 AM,F,Dumett Canales,M,A,35,P
SCI,GRAD,10816,COMP,600,Prof Dev for Comp Scintst,4,38926,SEM,4,1.00,GMCS314,01:00 PM,01:50 PM,F,Cooksy,A,A,25,P
SCI,GRAD,8094,COMP,607,Comp Dbase Fndmntls,1,32790,LED,1,3.00,ENS106,04:00 PM,05:15 PM,MW,,,A,30,P
SCI,GRAD,6310,COMP,626,Appl Math for Scientists,1,32791,LED,1,3.00,AH2134,04:00 PM,05:15 PM,TR,Dumett Canales,M,A,25,P
SCI,GRAD,10862,COMP,681,Quantum Computing,1,41580,LLC,1,3.00,E328,11:00 AM,11:50 AM,MWF,Johnson,C,A,5,P
SCI,GRAD,2395,COMP,797,Research,1,32798,SUP,1,3.00,,,,ARR,Castillo,J,A,1,P
SCI,GRAD,3360,COMP,798,Special Study,1,32799,SUP,1,3.00,,,,ARR,Castillo,J,A,1,P
SCI,GRAD,3379,COMP,799A,Thesis or Project,1,32800,SUP,1,3.00,,,,ARR,Grad,O,A,1,P
SCI,GRAD,3383,COMP,799B,Thesis or Project Exten,1,32801,NNT,1,0.00,,,,ARR,Grad,O,A,1,P
SCI,GRAD,2408,COMP,810,Colloq Computatinal Sci,1,32805,LED,1,1.00,GMCS314,04:00 PM,04:50 PM,F,Dumett Canales,M,A,25,P
SCI,GRAD,3439,COMP,896,Practicum,1,32807,SUP,1,9.00,,,,ARR,Castillo,J,A,1,P
SCI,GRAD,3641,COMP,897,Doctoral Research,1,32808,SUP,1,9.00,,,,ARR,Castillo,J,A,1,P
SCI,GRAD,3852,COMP,898,Doctoral Special Study,1,32809,SUP,1,3.00,,,,ARR,Castillo,J,A,1,P
SCI,GRAD,3858,COMP,899,Doctoral Dissertation,1,32810,SUP,1,15.00,,,,ARR,Castillo,J,A,1,P
SCI,UGRD,2867,CS,150,Intro Computer Programming,2,38518,LLC,2,3.00,HH214,02:00 PM,03:15 PM,TR,Anamalamudi,L,A,80,P
SCI,UGRD,2869,CS,150,Intro Computer Programming,3,38518,LLC,3,3.00,LH343,08:00 AM,09:15 AM,TR,Kraft,P,A,80,P
SCI,UGRD,3212,CS,150,Intro Computer Programming,4,38518,LLC,4,3.00,GMCS314,02:00 PM,03:15 PM,MW,Kraft,P,A,60,P
SCI,UGRD,3213,CS,150,Intro Computer Programming,5,38518,LLC,5,3.00,OP201,04:00 PM,05:15 PM,MW,Kraft,P,A,80,P
SCI,UGRD,3762,CS,150L,Intro Computer Progrm Lab,1,38519,LAB,1,1.00,GMCS425,09:30 AM,10:45 AM,M,,,A,30,HY
SCI,UGRD,3762,CS,150L,Intro Computer Progrm Lab,1,38519,LAB,1,1.00,ONLINE,,,ARR,Jayaraja,N,A,30,HY
SCI,UGRD,4121,CS,150L,Intro Computer Progrm Lab,3,38519,LAB,3,1.00,ONLINE,,,ARR,Mishra,S,A,30,HY
SCI,UGRD,4121,CS,150L,Intro Computer Progrm Lab,3,38519,LAB,3,1.00,GMCS425,09:30 AM,10:45 AM,W,,,A,30,HY
SCI,UGRD,4122,CS,150L,Intro Computer Progrm Lab,5,38519,LAB,5,1.00,ONLINE,,,ARR,Jiang,Y,A,30,HY
SCI,UGRD,4122,CS,150L,Intro Computer Progrm Lab,5,38519,LAB,5,1.00,PG244,05:30 PM,06:45 PM,T,,,A,30,HY
SCI,UGRD,4124,CS,150L,Intro Computer Progrm Lab,7,38519,LAB,7,1.00,SH316,02:00 PM,03:15 PM,M,,,A,30,HY
SCI,UGRD,4124,CS,150L,Intro Computer Progrm Lab,7,38519,LAB,7,1.00,ONLINE,,,ARR,Jiang,Y,A,30,HY
SCI,UGRD,4125,CS,150L,Intro Computer Progrm Lab,8,38519,LAB,8,1.00,SH104,05:30 PM,06:45 PM,W,,,A,30,HY
SCI,UGRD,4125,CS,150L,Intro Computer Progrm Lab,8,38519,LAB,8,1.00,ONLINE,,,ARR,Chen,A,A,30,HY
SCI,UGRD,4126,CS,150L,Intro Computer Progrm Lab,9,38519,LAB,9,1.00,,12:30 PM,01:45 PM,R,,,A,30,HY
SCI,UGRD,4126,CS,150L,Intro Computer Progrm Lab,9,38519,LAB,9,1.00,ONLINE,,,ARR,Chen,A,A,30,HY
SCI,UGRD,4136,CS,150L,Intro Computer Progrm Lab,10,38519,LAB,10,1.00,HH128,09:30 AM,10:45 AM,T,,,A,26,HY
SCI,UGRD,4136,CS,150L,Intro Computer Progrm Lab,10,38519,LAB,10,1.00,ONLINE,,,ARR,Jayaraja,N,A,26,HY
SCI,UGRD,4137,CS,150L,Intro Computer Progrm Lab,11,38519,LAB,11,1.00,LH442,02:00 PM,03:15 PM,W,,,A,30,HY
SCI,UGRD,4137,CS,150L,Intro Computer Progrm Lab,11,38519,LAB,11,1.00,ONLINE,,,ARR,Jiang,Y,A,30,HY
SCI,UGRD,4138,CS,150L,Intro Computer Progrm Lab,12,38519,LAB,12,1.00,ONLINE,,,ARR,Mishra,S,A,30,HY
SCI,UGRD,4138,CS,150L,Intro Computer Progrm Lab,12,38519,LAB,12,1.00,SSW2532,02:00 PM,03:15 PM,T,,,A,30,HY
SCI,UGRD,4139,CS,150L,Intro Computer Progrm Lab,13,38519,LAB,13,1.00,SSW2532,02:00 PM,03:15 PM,R,,,A,30,HY
SCI,UGRD,4139,CS,150L,Intro Computer Progrm Lab,13,38519,LAB,13,1.00,ONLINE,,,ARR,,,A,30,HY
SCI,UGRD,7070,CS,150L,Intro Computer Progrm Lab,14,38519,LAB,14,1.00,,,,ARR,Jiang,Y,A,30,HY
SCI,UGRD,7070,CS,150L,Intro Computer Progrm Lab,14,38519,LAB,14,1.00,SSW3620,04:00 PM,05:15 PM,R,,,A,30,HY
SCI,UGRD,3476,CS,160,Int Computer Programming,1,38520,LLC,1,3.00,SH109,05:30 PM,06:45 PM,TR,Amilkanthwar,S,A,70,P
SCI,UGRD,3477,CS,160,Int Computer Programming,2,38520,LLC,2,3.00,SH123,07:00 PM,08:15 PM,MW,Foster,R,A,70,P
SCI,UGRD,4143,CS,160L,Int Computr Progammng Lab,1,38521,LAB,1,1.00,SH104,05:30 PM,06:45 PM,M,,,A,30,HY
SCI,UGRD,4143,CS,160L,Int Computr Progammng Lab,1,38521,LAB,1,1.00,ONLINE,,,ARR,,,A,30,HY
SCI,UGRD,4144,CS,160L,Int Computr Progammng Lab,2,38521,LAB,2,1.00,ONLINE,,,ARR,,,A,30,HY
SCI,UGRD,4144,CS,160L,Int Computr Progammng Lab,2,38521,LAB,2,1.00,SH316,02:00 PM,03:15 PM,W,,,A,30,HY
SCI,UGRD,4145,CS,160L,Int Computr Progammng Lab,4,38521,LAB,4,1.00,ONLINE,,,ARR,,,A,30,HY
SCI,UGRD,4145,CS,160L,Int Computr Progammng Lab,4,38521,LAB,4,1.00,LH341,03:30 PM,04:45 PM,R,,,A,30,HY
SCI,UGRD,7140,CS,160L,Int Computr Progammng Lab,6,38521,LAB,6,1.00,ONLINE,,,ARR,,,A,30,P
SCI,UGRD,7140,CS,160L,Int Computr Progammng Lab,6,38521,LAB,6,1.00,AH3177,03:30 PM,04:45 PM,W,,,A,30,P
SCI,UGRD,7136,CS,210,Data Structures,4,39444,LLC,4,3.00,SH127,07:00 PM,08:15 PM,MW,Scovil,R,A,45,P
SCI,UGRD,7138,CS,210,Data Structures,5,39444,LLC,5,3.00,LH347,11:00 AM,12:15 PM,TR,Kraft,P,A,60,P
SCI,UGRD,7504,CS,210,Data Structures,11,39444,LLC,11,3.00,SH101,07:00 PM,08:15 PM,TR,Dabish,D,A,58,P
SCI,UGRD,11712,CS,210,Data Structures,16,39444,LLC,16,3.00,GMCS425,04:00 PM,05:15 PM,TR,Manju Muralidharan Priya,F,A,47,P
SCI,UGRD,11784,CS,210,Data Structures,17,39444,LLC,17,3.00,SH123,05:30 PM,06:45 PM,MW,Scovil,R,A,70,P
SCI,UGRD,3754,CS,240,Computer Organization,1,39447,LLC,1,3.00,AL102,05:30 PM,06:45 PM,TR,Dabish,D,A,60,P
SCI,UGRD,3756,CS,240,Computer Organization,2,39447,LLC,2,3.00,SSW1500,05:30 PM,06:45 PM,MW,Dabish,D,A,71,P
SCI,UGRD,4093,CS,250,Intro to Software Systems,2,38524,LEC,2,3.00,AH3110,02:00 PM,03:15 PM,TR,,,A,44,P
SCI,UGRD,7613,CS,250,Intro to Software Systems,4,38524,LEC,4,3.00,GMCS309,07:00 PM,09:40 PM,R,Hanna,G,A,60,P
SCI,UGRD,11793,CS,250,Intro to Software Systems,13,38524,LEC,13,3.00,COM105,07:00 PM,08:15 PM,TR,,,A,60,P
SCI,UGRD,5547,CS,299,Special Study,1,24669,SUP,1,3.00,,,,ARR,Ren,S,A,10,P
SCI,UGRD,4094,CS,301,Computers and Society,1,26039,LEC,1,3.00,ONLINE,,,,Warner,S,A,70,ON
SCI,UGRD,4096,CS,370,Computer Architecture,1,39442,LED,1,3.00,LH347,04:00 PM,05:15 PM,MW,Sniatala,P,A,70,P
SCI,UGRD,8665,CS,370,Computer Architecture,6,39442,LED,6,3.00,HT183,11:00 AM,12:15 PM,MW,Sniatala,P,A,80,P
SCI,UGRD,8685,CS,370,Computer Architecture,9,39442,LED,9,3.00,AL101,05:30 PM,06:45 PM,TR,Sniatala,P,A,80,P
SCI,UGRD,9747,CS,370,Computer Architecture,10,39442,LED,10,3.00,ONLINE,02:00 PM,03:15 PM,MW,Sniatala,P,A,70,P
SCI,UGRD,7165,CS,420,Adv Programming Langs,2,39445,LED,2,3.00,GMCS313,03:30 PM,04:45 PM,TR,Pourebadi Khotbesara,M,A,60,P
SCI,UGRD,7615,CS,420,Adv Programming Langs,3,39445,LED,3,3.00,AL105,07:00 PM,08:15 PM,TR,Shen,B,A,70,P
SCI,UGRD,9858,CS,420,Adv Programming Langs,5,39445,LED,5,3.00,ONLINE,12:00 PM,01:15 PM,TR,Al Ajrawi,S,A,60,ON
SCI,UGRD,4099,CS,450,Intro Artificial Intellig,2,38526,LLC,2,3.00,PSFA310,07:00 PM,08:15 PM,MW,Yu,X,A,68,P
SCI,UGRD,7619,CS,450,Intro Artificial Intellig,4,38526,LLC,4,3.00,AL204,07:00 PM,09:40 PM,R,,,A,60,P
SCI,UGRD,8838,CS,450,Intro Artificial Intellig,5,38526,LLC,5,3.00,LSS365,07:00 PM,08:15 PM,TR,,,A,60,P
SCI,UGRD,4105,CS,460,Algorithms,1,39448,LLC,1,3.00,SH119,02:00 PM,03:15 PM,TR,Vu,H,A,65,P
SCI,UGRD,4107,CS,460,Algorithms,3,39448,LLC,3,3.00,SH109,03:30 PM,04:45 PM,TR,Choi,H,A,65,P
SCI,UGRD,9096,CS,460,Algorithms,4,39448,LLC,1,3.00,GMCS314,07:00 PM,08:15 PM,TR,Manju Muralidharan Priya,F,A,60,P
SCI,UGRD,7144,CS,470,Unix System Admin,1,32884,LED,1,3.00,PG153,07:00 PM,09:40 PM,W,Bartoli,P,A,180,P
SCI,UGRD,6943,CS,480,Operating Systems,2,39446,LLC,2,3.00,HH221,04:00 PM,05:15 PM,TR,Shen,B,A,80,P
SCI,UGRD,7069,CS,480,Operating Systems,3,39446,LLC,3,3.00,COM207,05:30 PM,06:45 PM,TR,Shen,B,A,80,P
SCI,UGRD,7977,CS,497,Undergraduate Research Sem,1,28545,SEM,1,1.00,,,,ARR,Ren,S,A,10,P
SCI,UGRD,10547,CS,497,Undergraduate Research Sem,6,28545,NNT,1,2.00,,,,ARR,Ren,S,A,10,P
SCI,UGRD,5615,CS,498,Undergrad Honors Thesis,1,32885,SUP,1,3.00,,,,ARR,Ren,S,A,1,P
SCI,UGRD,5618,CS,499,Special Study,1,24681,SUP,1,3.00,,,,ARR,Ren,S,A,1,P
SCI,UGRD,7137,CS,514,Database Theory Implement,2,38690,LED,2,3.00,M120,07:00 PM,08:15 PM,TR,Nguyen,H,A,59,P
SCI,UGRD,7314,CS,514,Database Theory Implement,5,38690,LED,5,3.00,P144,07:00 PM,08:15 PM,MW,Nguyen,H,A,55,P
SCI,UGRD,11629,CS,514,Database Theory Implement,7,38690,LED,7,3.00,M120,05:30 PM,06:45 PM,TR,Nguyen,H,A,56,P
SCI,UGRD,11522,CS,532,Software Engineering,1,38693,LED,1,3.00,AH3110,05:30 PM,06:45 PM,TR,Leonard,G,A,60,P
SCI,UGRD,4113,CS,549,Machine Learning,2,38696,LLC,2,3.00,OP201,05:30 PM,06:45 PM,TR,Khan,I,A,42,P
SCI,UGRD,8673,CS,549,Machine Learning,6,38696,LLC,6,3.00,PSFA350,02:00 PM,03:15 PM,MW,Chen,Q,A,56,P
SCI,UGRD,9873,CS,549,Machine Learning,9,38696,LLC,9,3.00,GMCS301,05:00 PM,06:15 PM,TR,Zhang,X,A,70,P
SCI,UGRD,8674,CS,553,Neural Networks,1,38701,LLC,1,3.00,COM207,04:00 PM,05:15 PM,TR,Yasaei Sekeh,S,A,45,P
SCI,UGRD,8659,CS,556,Robotics,1,38697,LED,1,3.00,GMCS425,09:30 AM,10:45 AM,TR,Pourebadi Khotbesara,M,A,36,P
SCI,UGRD,11801,CS,556,Robotics,3,38697,LED,3,3.00,GMCS425,11:00 AM,12:15 PM,TR,Pourebadi Khotbesara,M,A,40,P
SCI,UGRD,11822,CS,559,Computer Vision,1,38699,LED,1,3.00,GMCS305,11:00 AM,12:15 PM,TR,Liu,X,A,40,P
SCI,UGRD,6905,CS,576,Networks & Distrib Syst,1,24709,LED,1,3.00,M265,02:00 PM,03:15 PM,MW,Wang,W,A,60,P
SCI,UGRD,10020,CS,576,Networks & Distrib Syst,3,24709,LED,3,3.00,SSW1500,04:00 PM,05:15 PM,MW,Liu,J,A,63,P
SCI,UGRD,7122,CS,577,Prin&Technqs Data Science,4,38704,LED,4,3.00,GMCS314,02:00 PM,03:15 PM,TR,Homayouni,H,A,40,P
SCI,UGRD,11525,CS,577,Prin&Technqs Data Science,11,38704,LED,11,3.00,LH347,11:00 AM,12:15 PM,TR,Manju Muralidharan Priya,F,A,40,P
SCI,UGRD,11543,CS,577,Prin&Technqs Data Science,13,38704,LED,13,3.00,SH101,05:30 PM,06:45 PM,TR,Manju Muralidharan Priya,F,A,56,P
