College,Career,Class Nbr,Subject,Catalog Nbr,Title,Class Section,Course ID,Component,Associated Class,Component Units,Facility ID,Meeting Start,Meeting End,Standard Meeting Pattern,Last Name,Initials,Class Status,Enrollment Capacity,Instruction Mode
SCI,UGRD,8440,BIOL,567,"Adv Biochem, Cell&Mol Bio",1,38989,LEC,1,4.00,AH3110,09:30 AM,10:45 AM,TR,Schrankel,C,A,40,P
SCI,UGRD,6818,BIOL,567L,Bioch Cell Mol Bio Lab II,1,38988,LAB,1,2.00,LSN324,11:00 AM,01:40 PM,TR,Shikuma,N,A,15,P
SCI,UGRD,6819,BIOL,568,Bioinformatics,1,38990,LED,1,2.00,LSS365,10:00 AM,10:50 AM,MW,Kelley,S,A,20,P
SCI,UGRD,6820,BIOL,568,Bioinformatics,2,38990,LAB,1,1.00,LSN126,11:00 AM,01:40 PM,M,Contreras,N,A,10,P
SCI,UGRD,6821,BIOL,568,Bioinformatics,3,38990,LAB,1,1.00,LSN126,11:00 AM,01:40 PM,W,Contreras,N,A,10,P
SCI,UGRD,11467,BIOL,570,Neurobiology,1,38991,LED,1,3.00,LSS246,08:00 AM,09:15 AM,TR,Zayas,R,A,42,P
SCI,UGRD,11467,BIOL,570,Neurobiology,1,38991,LED,1,3.00,LSS246,08:00 AM,09:15 AM,TR,Blanco Suarez,E,A,42,P
SCI,UGRD,6308,BIOL,575,Molecular Basis Heart Dis,1,38992,LED,1,3.00,M207,05:00 PM,06:15 PM,TR,Sussman,M,A,47,P
SCI,UGRD,8822,BIOL,576,Developmental Biology,2,38993,LEC,2,3.00,HT022,12:30 PM,01:45 PM,TR,Zeller,R,A,41,P
SCI,UGRD,9953,BIOL,578,Environmtl Sys Modeling,1,41126,LEC,1,2.00,LH258,11:00 AM,11:50 AM,MW,Xu,X,A,24,P
SCI,UGRD,9954,BIOL,578,Environmtl Sys Modeling,2,41126,ACT,1,1.00,LSN126,11:00 AM,12:40 PM,F,Xu,X,A,24,P
SCI,UGRD,11658,BIOL,584,Medical Microbiology,1,38994,LED,1,3.00,LSN132,08:00 AM,09:15 AM,TR,Roach,D,A,49,P
SCI,UGRD,11610,BIOL,585,Cell Molecular Immunology,1,38995,LED,1,3.00,GMCS325,01:00 PM,01:50 PM,MWF,Luallen,R,A,5,P
SCI,UGRD,6887,BIOL,590,Physiology Human Systems,1,38997,LEC,1,4.00,ONLINE,02:00 PM,03:50 PM,TR,Finley,K,A,99,ON
SCI,UGRD,8548,BIOL,596,Invention to Patient,4,41660,LEC,3,3.00,GMCS310,08:00 AM,09:15 AM,TR,Turner,C,A,18,P
SCI,UGRD,8548,BIOL,596,Invention to Patient,4,41660,LEC,3,3.00,GMCS310,08:00 AM,09:15 AM,TR,Bileckyj,C,A,18,P
SCI,UGRD,10814,BIOL,596,Cancer Biology,6,42154,LEC,6,3.00,LSN101,02:00 PM,03:15 PM,TR,Haricharan,S,A,40,P
SCI,UGRD,10815,BIOL,596,Cancer Biology,7,42154,LEC,6,3.00,LSN101,03:20 PM,04:35 PM,TR,Haricharan,S,A,40,P
SCI,UGRD,11461,BIOL,596,Urban Ecol Evol Biol,1,42159,LEC,1,2.00,LSS269,01:00 PM,01:50 PM,TR,Brock,K,A,24,P
SCI,UGRD,11462,BIOL,596,Urban Ecol Evol Biol,2,42159,LAB,1,1.00,LSS269,02:00 PM,04:40 PM,R,Brock,K,A,24,P
SCI,UGRD,9153,BIOL,597,Undergraduate Thesis,1,35720,SUP,1,3.00,,,,ARR,Love,J,A,20,P
SCI,UGRD,9162,BIOL,597,Undergraduate Thesis,2,35720,SUP,2,3.00,,,,ARR,Feuer,R,A,10,P
SCI,UGRD,9548,BIOL,597,Undergraduate Thesis,3,35720,SUP,3,3.00,,,,ARR,Clark,R,A,10,P
SCI,UGRD,10177,BIOL,597,Undergraduate Thesis,4,35720,SUP,4,3.00,,,,ARR,Brock,K,A,10,P
SCI,UGRD,10255,BIOL,597,Undergraduate Thesis,5,35720,SUP,5,3.00,,,,ARR,Sussman,M,A,10,P
SCI,UGRD,10529,BIOL,597,Undergraduate Thesis,6,35720,SUP,6,3.00,,,,ARR,Waters,E,A,10,P
SCI,GRAD,6822,BIOL,600,Sem:Thesis Proposal,1,37928,SEM,1,3.00,,,,ARR,Swinford,P,A,30,P
SCI,GRAD,6822,BIOL,600,Sem:Thesis Proposal,1,37928,SEM,1,3.00,,,,ARR,Cripps,R,A,30,P
SCI,GRAD,7540,BIOL,605,Univ Stat Meth in Biology,1,39004,LED,1,2.00,LSN126,11:00 AM,11:50 AM,TR,Hovel,K,A,28,P
SCI,GRAD,7541,BIOL,605,Univ Stat Meth in Biology,2,39004,LAB,1,1.00,LSN126,12:00 PM,01:20 PM,TR,Hovel,K,A,28,P
SCI,GRAD,6309,BIOL,645,Theory& Princpl Ecology I,1,31396,LED,1,3.00,LSN132,09:00 AM,09:50 AM,MW,Clark,R,A,24,P
SCI,GRAD,6309,BIOL,645,Theory& Princpl Ecology I,1,31396,LED,1,3.00,LSN132,09:00 AM,09:50 AM,MW,Miller,L,A,24,P
SCI,GRAD,6309,BIOL,645,Theory& Princpl Ecology I,1,31396,LED,1,3.00,LSN132,10:00 AM,10:50 AM,W,Hovel,K,A,24,P
SCI,GRAD,6309,BIOL,645,Theory& Princpl Ecology I,1,31396,LED,1,3.00,LSN132,10:00 AM,10:50 AM,W,Lewison,R,A,24,P
SCI,GRAD,6309,BIOL,645,Theory& Princpl Ecology I,1,31396,LED,1,3.00,LSN132,10:00 AM,10:50 AM,W,Edwards,M,A,24,P
SCI,GRAD,6309,BIOL,645,Theory& Princpl Ecology I,1,31396,LED,1,3.00,LSN132,09:00 AM,09:50 AM,MW,Hentschel,B,A,24,P
SCI,GRAD,6824,BIOL,688,"Sem: Behav, Ecol, & Evol",2,38312,SEM,2,2.00,LSN101,12:00 PM,01:40 PM,W,Hovel,K,A,25,P
SCI,GRAD,6824,BIOL,688,"Sem: Behav, Ecol, & Evol",2,38312,SEM,2,2.00,LSN101,12:00 PM,01:40 PM,W,Clark,R,A,25,P
SCI,GRAD,9664,BIOL,696,Teach & Learn in Biology,1,41585,LEC,1,2.00,LH445,01:30 PM,03:20 PM,R,Sbeglia,G,A,20,P
SCI,GRAD,11603,BIOL,696,Seminar in Bioinformatics,1,42567,SEM,1,1.00,ONLINE,12:00 PM,12:50 PM,F,Sethuraman,A,A,45,ON
SCI,GRAD,11604,BIOL,740,Phylogenetic System,1,18203,LED,1,2.00,LSS270,03:00 PM,03:50 PM,MW,Sukumaran,J,A,24,P
SCI,GRAD,11605,BIOL,740,Phylogenetic System,2,18203,LAB,1,1.00,LSS270,04:00 PM,06:40 PM,W,Sukumaran,J,A,24,P
SCI,GRAD,8437,BIOL,770,Sem:Systmatics & Evolutn,1,31273,SEM,1,2.00,,,,ARR,Brock,K,A,20,P
SCI,GRAD,6825,BIOL,795,Seminar Ecology and Evolution,1,30485,SEM,1,1.00,BSCI1102,12:00 PM,12:50 PM,M,Sethuraman,A,A,24,P
SCI,GRAD,7280,BIOL,797,Research,1,9649,SUP,1,3.00,,,,ARR,Cripps,R,A,1,P
SCI,GRAD,7930,BIOL,797,Research,21,9649,SUP,21,3.00,,,,ARR,Riestra,A,A,10,P
SCI,GRAD,7748,BIOL,798,Special Study,1,9650,SUP,1,3.00,,,,ARR,Cripps,R,A,1,P
SCI,GRAD,7738,BIOL,799A,Thesis or Project,1,9651,SUP,1,3.00,,,,ARR,Grad,O,A,1,P
SCI,GRAD,10279,BIOL,799A,Thesis or Project,17,9651,SUP,71,3.00,,,,ARR,Sbeglia,G,A,10,P
SCI,GRAD,7827,BIOL,799B,Thesis or Project Exten,1,9652,NNT,1,0.00,,,,ARR,Grad,O,A,1,P
SCI,GRAD,7267,BIOL,897,Doctoral Research,1,9653,SUP,1,15.00,,,,ARR,Swinford,P,A,1,P
SCI,GRAD,7267,BIOL,897,Doctoral Research,1,9653,SUP,1,15.00,,,,ARR,Cripps,R,A,1,P
SCI,GRAD,7433,BIOL,899,Doctoral Dissertation,1,9654,SUP,1,15.00,,,,ARR,Cripps,R,A,1,P
SCI,UGRD,6608,BIOMI,568,Bioinformatics,1,32760,LED,1,2.00,LSS365,10:00 AM,10:50 AM,MW,Kelley,S,A,20,P
SCI,UGRD,6609,BIOMI,568,Bioinformatics,2,32760,LAB,1,1.00,LSN126,11:00 AM,01:40 PM,M,Contreras,N,A,10,P
SCI,UGRD,6610,BIOMI,568,Bioinformatics,3,32760,LAB,1,1.00,LSN126,11:00 AM,01:40 PM,W,Contreras,N,A,10,P
SCI,GRAD,7242,BIOMI,797,Research,1,32762,SUP,1,3.00,,,,,Kelley,S,A,5,P
SCI,GRAD,7244,BIOMI,798,Special Study,1,32763,SUP,1,3.00,,,,ARR,Kelley,S,A,1,P
SCI,GRAD,7626,BIOMI,799A,Thesis,1,32764,SUP,1,3.00,,,,ARR,Grad,O,A,1,P
SCI,GRAD,9197,BIOMI,799B,Thesis Extension,1,32765,NNT,1,0.00,,,,ARR,Grad,O,A,10,P
SCI,UGRD,6311,CHEM,100,Prep for Gen Chem,1,5282,LLC,1,3.00,ENS280,01:00 PM,01:50 PM,MWF,Love,J,A,504,P
SCI,UGRD,6311,CHEM,100,Prep for Gen Chem,1,5282,LLC,1,3.00,ENS280,01:00 PM,01:50 PM,MWF,Clare,L,A,504,P
SCI,UGRD,6312,CHEM,100,Prep for Gen Chem,2,5282,LAB,1,1.00,CSL522,08:00 AM,10:40 AM,M,,,A,24,P
SCI,UGRD,6312,CHEM,100,Prep for Gen Chem,2,5282,LAB,1,1.00,CSL522,08:00 AM,10:40 AM,M,Clare,L,A,24,P
SCI,UGRD,6313,CHEM,100,Prep for Gen Chem,3,5282,LAB,1,1.00,CSL524,08:00 AM,10:40 AM,M,,,A,24,P
SCI,UGRD,6313,CHEM,100,Prep for Gen Chem,3,5282,LAB,1,1.00,CSL524,08:00 AM,10:40 AM,M,Clare,L,A,24,P
SCI,UGRD,6314,CHEM,100,Prep for Gen Chem,5,5282,LAB,1,1.00,CSL524,02:00 PM,04:40 PM,M,,,A,24,P
SCI,UGRD,6314,CHEM,100,Prep for Gen Chem,5,5282,LAB,1,1.00,CSL524,02:00 PM,04:40 PM,M,Clare,L,A,24,P
SCI,UGRD,6315,CHEM,100,Prep for Gen Chem,6,5282,LAB,1,1.00,CSL525,05:00 PM,07:40 PM,R,,,A,24,P
SCI,UGRD,6315,CHEM,100,Prep for Gen Chem,6,5282,LAB,1,1.00,CSL525,05:00 PM,07:40 PM,R,Clare,L,A,24,P
SCI,UGRD,6316,CHEM,100,Prep for Gen Chem,7,5282,LAB,1,1.00,CSL524,05:00 PM,07:40 PM,M,,,A,24,P
SCI,UGRD,6316,CHEM,100,Prep for Gen Chem,7,5282,LAB,1,1.00,CSL524,05:00 PM,07:40 PM,M,Clare,L,A,24,P
SCI,UGRD,6317,CHEM,100,Prep for Gen Chem,8,5282,LAB,1,1.00,CSL524,05:00 PM,07:40 PM,T,,,A,24,P
SCI,UGRD,6317,CHEM,100,Prep for Gen Chem,8,5282,LAB,1,1.00,CSL524,05:00 PM,07:40 PM,T,Clare,L,A,24,P
SCI,UGRD,6318,CHEM,100,Prep for Gen Chem,9,5282,LAB,1,1.00,CSL524,08:00 AM,10:40 AM,T,,,A,24,P
SCI,UGRD,6318,CHEM,100,Prep for Gen Chem,9,5282,LAB,1,1.00,CSL524,08:00 AM,10:40 AM,T,Clare,L,A,24,P
SCI,UGRD,6319,CHEM,100,Prep for Gen Chem,10,5282,LAB,1,1.00,CSL524,02:00 PM,04:40 PM,R,,,A,24,P
SCI,UGRD,6319,CHEM,100,Prep for Gen Chem,10,5282,LAB,1,1.00,CSL524,02:00 PM,04:40 PM,R,Clare,L,A,24,P
SCI,UGRD,6320,CHEM,100,Prep for Gen Chem,11,5282,LAB,1,1.00,CSL524,11:00 AM,01:40 PM,T,,,A,24,P
SCI,UGRD,6320,CHEM,100,Prep for Gen Chem,11,5282,LAB,1,1.00,CSL524,11:00 AM,01:40 PM,T,Clare,L,A,24,P
SCI,UGRD,6321,CHEM,100,Prep for Gen Chem,12,5282,LAB,1,1.00,CSL528,02:00 PM,04:40 PM,R,,,A,24,P
SCI,UGRD,6321,CHEM,100,Prep for Gen Chem,12,5282,LAB,1,1.00,CSL528,02:00 PM,04:40 PM,R,Clare,L,A,24,P
SCI,UGRD,6322,CHEM,100,Prep for Gen Chem,13,5282,LAB,1,1.00,CSL524,02:00 PM,04:40 PM,T,,,A,24,P
SCI,UGRD,6322,CHEM,100,Prep for Gen Chem,13,5282,LAB,1,1.00,CSL524,02:00 PM,04:40 PM,T,Clare,L,A,24,P
SCI,UGRD,6323,CHEM,100,Prep for Gen Chem,14,5282,LAB,1,1.00,CSL528,05:00 PM,07:40 PM,R,,,A,24,P
SCI,UGRD,6323,CHEM,100,Prep for Gen Chem,14,5282,LAB,1,1.00,CSL528,05:00 PM,07:40 PM,R,Clare,L,A,24,P
SCI,UGRD,6324,CHEM,100,Prep for Gen Chem,15,5282,LAB,1,1.00,CSL522,08:00 AM,10:40 AM,W,,,A,24,P
SCI,UGRD,6324,CHEM,100,Prep for Gen Chem,15,5282,LAB,1,1.00,CSL522,08:00 AM,10:40 AM,W,Clare,L,A,24,P
SCI,UGRD,6325,CHEM,100,Prep for Gen Chem,16,5282,LAB,1,1.00,CSL524,08:00 AM,10:40 AM,W,,,A,24,P
SCI,UGRD,6325,CHEM,100,Prep for Gen Chem,16,5282,LAB,1,1.00,CSL524,08:00 AM,10:40 AM,W,Clare,L,A,24,P
SCI,UGRD,6326,CHEM,100,Prep for Gen Chem,17,5282,LAB,1,1.00,CSL528,08:00 AM,10:40 AM,W,,,A,24,P
SCI,UGRD,6326,CHEM,100,Prep for Gen Chem,17,5282,LAB,1,1.00,CSL528,08:00 AM,10:40 AM,W,Clare,L,A,24,P
SCI,UGRD,6331,CHEM,100,Prep for Gen Chem,22,5282,LAB,1,1.00,CSL525,08:00 AM,10:40 AM,W,Clare,L,A,24,P
SCI,UGRD,6331,CHEM,100,Prep for Gen Chem,22,5282,LAB,1,1.00,CSL525,08:00 AM,10:40 AM,W,,,A,24,P
SCI,UGRD,6403,CHEM,100,Prep for Gen Chem,41,5282,LLC,3,3.00,ENS280,08:00 AM,08:50 AM,MWF,,,A,480,P
SCI,UGRD,6403,CHEM,100,Prep for Gen Chem,41,5282,LLC,3,3.00,ENS280,08:00 AM,08:50 AM,MWF,Clare,L,A,480,P
SCI,UGRD,6404,CHEM,100,Prep for Gen Chem,42,5282,LAB,3,1.00,CSL525,11:00 AM,01:40 PM,W,,,A,24,P
SCI,UGRD,6404,CHEM,100,Prep for Gen Chem,42,5282,LAB,3,1.00,CSL525,11:00 AM,01:40 PM,W,Clare,L,A,24,P
SCI,UGRD,6405,CHEM,100,Prep for Gen Chem,43,5282,LAB,3,1.00,CSL524,11:00 AM,01:40 PM,M,,,A,24,P
SCI,UGRD,6405,CHEM,100,Prep for Gen Chem,43,5282,LAB,3,1.00,CSL524,11:00 AM,01:40 PM,M,Clare,L,A,24,P
SCI,UGRD,6406,CHEM,100,Prep for Gen Chem,44,5282,LAB,3,1.00,CSL524,11:00 AM,01:40 PM,W,,,A,24,P
SCI,UGRD,6406,CHEM,100,Prep for Gen Chem,44,5282,LAB,3,1.00,CSL524,11:00 AM,01:40 PM,W,Clare,L,A,24,P
SCI,UGRD,6408,CHEM,100,Prep for Gen Chem,46,5282,LAB,3,1.00,CSL528,05:00 PM,07:40 PM,W,,,A,24,P
SCI,UGRD,6408,CHEM,100,Prep for Gen Chem,46,5282,LAB,3,1.00,CSL528,05:00 PM,07:40 PM,W,Clare,L,A,24,P
SCI,UGRD,6409,CHEM,100,Prep for Gen Chem,47,5282,LAB,3,1.00,CSL524,02:00 PM,04:40 PM,W,,,A,24,P
SCI,UGRD,6409,CHEM,100,Prep for Gen Chem,47,5282,LAB,3,1.00,CSL524,02:00 PM,04:40 PM,W,,,A,24,P
SCI,UGRD,6409,CHEM,100,Prep for Gen Chem,47,5282,LAB,3,1.00,CSL524,02:00 PM,04:40 PM,W,,,A,24,P
SCI,UGRD,6409,CHEM,100,Prep for Gen Chem,47,5282,LAB,3,1.00,CSL524,02:00 PM,04:40 PM,W,,,A,24,P
SCI,UGRD,6409,CHEM,100,Prep for Gen Chem,47,5282,LAB,3,1.00,CSL524,02:00 PM,04:40 PM,W,Schroeder,R,A,24,P
SCI,UGRD,6410,CHEM,100,Prep for Gen Chem,48,5282,LAB,3,1.00,CSL528,02:00 PM,04:40 PM,W,,,A,24,P
SCI,UGRD,6410,CHEM,100,Prep for Gen Chem,48,5282,LAB,3,1.00,CSL528,02:00 PM,04:40 PM,W,Clare,L,A,24,P
SCI,UGRD,6411,CHEM,100,Prep for Gen Chem,49,5282,LAB,3,1.00,CSL525,02:00 PM,04:40 PM,W,,,A,24,P
SCI,UGRD,6411,CHEM,100,Prep for Gen Chem,49,5282,LAB,3,1.00,CSL525,02:00 PM,04:40 PM,W,Clare,L,A,24,P
SCI,UGRD,6412,CHEM,100,Prep for Gen Chem,50,5282,LAB,3,1.00,CSL528,11:00 AM,01:40 PM,W,,,A,24,P
SCI,UGRD,6412,CHEM,100,Prep for Gen Chem,50,5282,LAB,3,1.00,CSL528,11:00 AM,01:40 PM,W,Clare,L,A,24,P
SCI,UGRD,6413,CHEM,100,Prep for Gen Chem,51,5282,LAB,3,1.00,CSL524,05:00 PM,07:40 PM,W,,,A,24,P
SCI,UGRD,6413,CHEM,100,Prep for Gen Chem,51,5282,LAB,3,1.00,CSL524,05:00 PM,07:40 PM,W,Clare,L,A,24,P
SCI,UGRD,6414,CHEM,100,Prep for Gen Chem,52,5282,LAB,3,1.00,CSL525,05:00 PM,07:40 PM,W,,,A,24,P
SCI,UGRD,6414,CHEM,100,Prep for Gen Chem,52,5282,LAB,3,1.00,CSL525,05:00 PM,07:40 PM,W,Clare,L,A,24,P
SCI,UGRD,6415,CHEM,100,Prep for Gen Chem,53,5282,LAB,3,1.00,CSL528,11:00 AM,01:40 PM,R,,,A,24,P
SCI,UGRD,6415,CHEM,100,Prep for Gen Chem,53,5282,LAB,3,1.00,CSL528,11:00 AM,01:40 PM,R,Clare,L,A,24,P
SCI,UGRD,6416,CHEM,100,Prep for Gen Chem,54,5282,LAB,3,1.00,CSL524,08:00 AM,10:40 AM,R,,,A,24,P
SCI,UGRD,6416,CHEM,100,Prep for Gen Chem,54,5282,LAB,3,1.00,CSL524,08:00 AM,10:40 AM,R,Clare,L,A,24,P
SCI,UGRD,6417,CHEM,100,Prep for Gen Chem,55,5282,LAB,3,1.00,CSL528,08:00 AM,10:40 AM,R,,,A,24,P
SCI,UGRD,6417,CHEM,100,Prep for Gen Chem,55,5282,LAB,3,1.00,CSL528,08:00 AM,10:40 AM,R,Clare,L,A,24,P
SCI,UGRD,6418,CHEM,100,Prep for Gen Chem,56,5282,LAB,3,1.00,CSL525,08:00 AM,10:40 AM,R,Clare,L,A,24,P
SCI,UGRD,6418,CHEM,100,Prep for Gen Chem,56,5282,LAB,3,1.00,CSL525,08:00 AM,10:40 AM,R,,,A,24,P
SCI,UGRD,6419,CHEM,100,Prep for Gen Chem,57,5282,LAB,3,1.00,CSL524,11:00 AM,01:40 PM,R,,,A,24,P
SCI,UGRD,6419,CHEM,100,Prep for Gen Chem,57,5282,LAB,3,1.00,CSL524,11:00 AM,01:40 PM,R,Burnadze,P,A,24,P
SCI,UGRD,6419,CHEM,100,Prep for Gen Chem,57,5282,LAB,3,1.00,CSL524,11:00 AM,01:40 PM,R,,,A,24,P
SCI,UGRD,6419,CHEM,100,Prep for Gen Chem,57,5282,LAB,3,1.00,CSL524,11:00 AM,01:40 PM,R,,,A,24,P
SCI,UGRD,6419,CHEM,100,Prep for Gen Chem,57,5282,LAB,3,1.00,CSL524,11:00 AM,01:40 PM,R,,,A,24,P
SCI,UGRD,6420,CHEM,100,Prep for Gen Chem,58,5282,LAB,3,1.00,CSL525,11:00 AM,01:40 PM,R,Clare,L,A,24,P
SCI,UGRD,6420,CHEM,100,Prep for Gen Chem,58,5282,LAB,3,1.00,CSL525,11:00 AM,01:40 PM,R,,,A,24,P
SCI,UGRD,8913,CHEM,100,Prep for Gen Chem,61,5282,LLC,4,3.00,ENS280,09:00 AM,09:50 AM,MWF,Clare,L,A,336,P
SCI,UGRD,8913,CHEM,100,Prep for Gen Chem,61,5282,LLC,4,3.00,ENS280,09:00 AM,09:50 AM,MWF,,,A,336,P
SCI,UGRD,8914,CHEM,100,Prep for Gen Chem,62,5282,LAB,4,1.00,CSL522,11:00 AM,01:40 PM,M,Clare,L,A,24,P
SCI,UGRD,8914,CHEM,100,Prep for Gen Chem,62,5282,LAB,4,1.00,CSL522,11:00 AM,01:40 PM,M,,,A,24,P
SCI,UGRD,8915,CHEM,100,Prep for Gen Chem,63,5282,LAB,4,1.00,CSL522,02:00 PM,04:40 PM,M,,,A,24,P
SCI,UGRD,8915,CHEM,100,Prep for Gen Chem,63,5282,LAB,4,1.00,CSL522,02:00 PM,04:40 PM,M,Clare,L,A,24,P
SCI,UGRD,8916,CHEM,100,Prep for Gen Chem,64,5282,LAB,4,1.00,CSL522,11:00 AM,01:40 PM,T,Clare,L,A,24,P
SCI,UGRD,8916,CHEM,100,Prep for Gen Chem,64,5282,LAB,4,1.00,CSL522,11:00 AM,01:40 PM,T,,,A,24,P
SCI,UGRD,8917,CHEM,100,Prep for Gen Chem,65,5282,LAB,4,1.00,CSL522,08:00 AM,10:40 AM,R,,,A,24,P
SCI,UGRD,8917,CHEM,100,Prep for Gen Chem,65,5282,LAB,4,1.00,CSL522,08:00 AM,10:40 AM,R,Clare,L,A,24,P
SCI,UGRD,8918,CHEM,100,Prep for Gen Chem,66,5282,LAB,4,1.00,CSL522,11:00 AM,01:40 PM,R,Clare,L,A,24,P
SCI,UGRD,8918,CHEM,100,Prep for Gen Chem,66,5282,LAB,4,1.00,CSL522,11:00 AM,01:40 PM,R,,,A,24,P
SCI,UGRD,8919,CHEM,100,Prep for Gen Chem,67,5282,LAB,4,1.00,CSL522,11:00 AM,01:40 PM,W,,,A,24,P
SCI,UGRD,8919,CHEM,100,Prep for Gen Chem,67,5282,LAB,4,1.00,CSL522,11:00 AM,01:40 PM,W,Clare,L,A,24,P
SCI,UGRD,8931,CHEM,100,Prep for Gen Chem,68,5282,LAB,4,1.00,CSL522,05:00 PM,07:40 PM,M,Clare,L,A,24,P
SCI,UGRD,8931,CHEM,100,Prep for Gen Chem,68,5282,LAB,4,1.00,CSL522,05:00 PM,07:40 PM,M,,,A,24,P
SCI,UGRD,8934,CHEM,100,Prep for Gen Chem,71,5282,LAB,4,1.00,CSL522,02:00 PM,04:40 PM,T,,,A,24,P
SCI,UGRD,8934,CHEM,100,Prep for Gen Chem,71,5282,LAB,4,1.00,CSL522,02:00 PM,04:40 PM,T,Clare,L,A,24,P
SCI,UGRD,8935,CHEM,100,Prep for Gen Chem,72,5282,LAB,4,1.00,CSL522,05:00 PM,07:40 PM,T,Clare,L,A,24,P
SCI,UGRD,8935,CHEM,100,Prep for Gen Chem,72,5282,LAB,4,1.00,CSL522,05:00 PM,07:40 PM,T,,,A,24,P
SCI,UGRD,8936,CHEM,100,Prep for Gen Chem,73,5282,LAB,4,1.00,CSL522,05:00 PM,07:40 PM,W,,,A,24,P
SCI,UGRD,8936,CHEM,100,Prep for Gen Chem,73,5282,LAB,4,1.00,CSL522,05:00 PM,07:40 PM,W,Clare,L,A,24,P
SCI,UGRD,8965,CHEM,100,Prep for Gen Chem,76,5282,LAB,4,1.00,CSL522,02:00 PM,04:40 PM,W,Clare,L,A,24,P
SCI,UGRD,8965,CHEM,100,Prep for Gen Chem,76,5282,LAB,4,1.00,CSL522,02:00 PM,04:40 PM,W,,,A,24,P
SCI,UGRD,8966,CHEM,100,Prep for Gen Chem,77,5282,LAB,4,1.00,CSL522,02:00 PM,04:40 PM,R,,,A,24,P
SCI,UGRD,8966,CHEM,100,Prep for Gen Chem,77,5282,LAB,4,1.00,CSL522,02:00 PM,04:40 PM,R,Clare,L,A,24,P
SCI,UGRD,8967,CHEM,100,Prep for Gen Chem,78,5282,LAB,4,1.00,CSL522,05:00 PM,07:40 PM,R,Clare,L,A,24,P
SCI,UGRD,8967,CHEM,100,Prep for Gen Chem,78,5282,LAB,4,1.00,CSL522,05:00 PM,07:40 PM,R,,,A,24,P
SCI,UGRD,8982,CHEM,100,Prep for Gen Chem,79,5282,LAB,1,1.00,CSL525,02:00 PM,04:40 PM,R,Clare,L,A,24,P
SCI,UGRD,8982,CHEM,100,Prep for Gen Chem,79,5282,LAB,1,1.00,CSL525,02:00 PM,04:40 PM,R,,,A,24,P
SCI,UGRD,10316,CHEM,100,Prep for Gen Chem,81,5282,LAB,4,1.00,CSL522,08:00 AM,10:40 AM,T,,,A,24,P
SCI,UGRD,10316,CHEM,100,Prep for Gen Chem,81,5282,LAB,4,1.00,CSL522,08:00 AM,10:40 AM,T,Clare,L,A,24,P
SCI,UGRD,6421,CHEM,102,General Organic Biochem,1,28617,LLC,1,4.00,COM207,02:00 PM,03:15 PM,TRF,Staley,R,A,123,P
SCI,UGRD,6422,CHEM,102,General Organic Biochem,2,28617,LAB,1,1.00,CSL226,11:00 AM,01:40 PM,M,,,A,24,P
SCI,UGRD,6422,CHEM,102,General Organic Biochem,2,28617,LAB,1,1.00,CSL226,11:00 AM,01:40 PM,M,Mcnamara-Schroeder,K,A,24,P
SCI,UGRD,6424,CHEM,102,General Organic Biochem,4,28617,LAB,1,1.00,CSL226,08:00 AM,10:40 AM,T,Mcnamara-Schroeder,K,A,24,P
SCI,UGRD,6424,CHEM,102,General Organic Biochem,4,28617,LAB,1,1.00,CSL226,08:00 AM,10:40 AM,T,,,A,24,P
SCI,UGRD,6425,CHEM,102,General Organic Biochem,5,28617,LAB,1,1.00,CSL226,11:00 AM,01:40 PM,W,,,A,24,P
SCI,UGRD,6425,CHEM,102,General Organic Biochem,5,28617,LAB,1,1.00,CSL226,11:00 AM,01:40 PM,W,Mcnamara-Schroeder,K,A,24,P
SCI,UGRD,6426,CHEM,102,General Organic Biochem,6,28617,LAB,1,1.00,CSL226,08:00 AM,10:40 AM,R,Mcnamara-Schroeder,K,A,24,P
SCI,UGRD,6426,CHEM,102,General Organic Biochem,6,28617,LAB,1,1.00,CSL226,08:00 AM,10:40 AM,R,,,A,24,P
SCI,UGRD,6427,CHEM,102,General Organic Biochem,7,28617,LAB,1,1.00,CSL226,02:00 PM,04:40 PM,M,Mcnamara-Schroeder,K,A,24,P
SCI,UGRD,6427,CHEM,102,General Organic Biochem,7,28617,LAB,1,1.00,CSL226,02:00 PM,04:40 PM,M,,,A,24,P
SCI,UGRD,6428,CHEM,102,General Organic Biochem,8,28617,LAB,1,1.00,CSL226,02:00 PM,04:40 PM,W,,,A,23,P
SCI,UGRD,6428,CHEM,102,General Organic Biochem,8,28617,LAB,1,1.00,CSL226,02:00 PM,04:40 PM,W,Mcnamara-Schroeder,K,A,23,P
SCI,UGRD,9617,CHEM,103,Intro Gen Chem w/ Lab,1,41653,LLC,1,3.00,PG153,09:00 AM,09:50 AM,MWF,Hofler,A,A,96,P
SCI,UGRD,9618,CHEM,103,Intro Gen Chem w/ Lab,2,41653,LAB,1,1.00,CSL525,11:00 AM,01:40 PM,M,,,A,24,P
SCI,UGRD,9618,CHEM,103,Intro Gen Chem w/ Lab,2,41653,LAB,1,1.00,CSL525,11:00 AM,01:40 PM,M,Hofler,A,A,24,P
SCI,UGRD,9619,CHEM,103,Intro Gen Chem w/ Lab,3,41653,LAB,1,1.00,CSL525,02:00 PM,04:40 PM,M,Hofler,A,A,24,P
